Node Number	Thermal Strain (mm/mm)
3935	9.1703e-003
3936	9.1718e-003
3937	9.1703e-003
3938	9.1718e-003
3939	9.1703e-003
3940	9.1718e-003
3941	9.1703e-003
3942	9.1717e-003
3943	9.1703e-003
3944	9.1717e-003
3945	9.1703e-003
3946	9.1717e-003
3947	9.1703e-003
3948	9.1717e-003
3949	9.1703e-003
3950	9.1717e-003
3951	9.1702e-003
3952	9.1716e-003
3953	9.1702e-003
3954	9.1717e-003
3955	9.1702e-003
3956	9.1717e-003
3957	9.1702e-003
3958	9.1717e-003
3959	9.1702e-003
3960	9.1716e-003
3961	9.1702e-003
3962	9.1717e-003
3963	9.1702e-003
3964	9.1717e-003
3965	9.1702e-003
3966	9.1716e-003
3967	9.1702e-003
3968	9.1716e-003
3969	9.1702e-003
3970	9.1716e-003
3971	9.1702e-003
3972	9.1716e-003
3973	9.1702e-003
3974	9.1716e-003
3975	9.1702e-003
3976	9.1715e-003
3977	9.1701e-003
3978	9.1716e-003
3979	9.1701e-003
3980	9.1716e-003
3981	9.1701e-003
3982	9.1716e-003
3983	9.1701e-003
3984	9.1716e-003
3985	9.1701e-003
3986	9.1716e-003
3987	9.1701e-003
3988	9.1716e-003
3989	9.1701e-003
3990	9.1716e-003
3991	9.1701e-003
3992	9.1716e-003
3993	9.1701e-003
3994	9.1716e-003
3995	9.1701e-003
3996	9.1715e-003
3997	9.1701e-003
3998	9.1715e-003
3999	9.1701e-003
4000	9.1714e-003
4001	9.1701e-003
4002	9.1715e-003
4003	9.1701e-003
4004	9.1714e-003
4005	9.1701e-003
4006	9.1715e-003
4007	9.17e-003
4008	9.1715e-003
4009	9.17e-003
4010	9.1715e-003
4011	9.17e-003
4012	9.1714e-003
4013	9.17e-003
4014	9.1715e-003
4015	9.17e-003
4016	9.1715e-003
4017	9.17e-003
4018	9.1715e-003
4019	9.17e-003
4020	9.1714e-003
4021	9.17e-003
4022	9.1715e-003
4023	9.17e-003
4024	9.1714e-003
4025	9.17e-003
4026	9.1715e-003
4027	9.17e-003
4028	9.1714e-003
4029	9.17e-003
4030	9.1715e-003
4031	9.17e-003
4032	9.1714e-003
4033	9.17e-003
4034	9.1714e-003
4035	9.17e-003
4036	9.1714e-003
4037	9.17e-003
4038	9.1715e-003
4039	9.17e-003
4040	9.1714e-003
4041	9.17e-003
4042	9.1714e-003
4043	9.17e-003
4044	9.1714e-003
4045	9.1699e-003
4046	9.1714e-003
4047	9.1699e-003
4048	9.1714e-003
4049	9.1699e-003
4050	9.1714e-003
4051	9.1699e-003
4052	9.1714e-003
4053	9.1699e-003
4054	9.1714e-003
4055	9.1699e-003
4056	9.1713e-003
4057	9.1699e-003
4058	9.1714e-003
4059	9.1699e-003
4060	9.1713e-003
4061	9.1699e-003
4062	9.1714e-003
4063	9.1699e-003
4064	9.1713e-003
4065	9.1699e-003
4066	9.1714e-003
4067	9.1699e-003
4068	9.1713e-003
4069	9.1699e-003
4070	9.1714e-003
4071	9.1699e-003
4072	9.1713e-003
4073	9.1699e-003
4074	9.1713e-003
4075	9.1699e-003
4076	9.1713e-003
4077	9.1699e-003
4078	9.1714e-003
4079	9.1699e-003
4080	9.1713e-003
4081	9.1699e-003
4082	9.1713e-003
4083	9.1699e-003
4084	9.1713e-003
4085	9.1698e-003
4086	9.1713e-003
4087	9.1698e-003
4088	9.1713e-003
4089	9.1698e-003
4090	9.1713e-003
4091	9.1698e-003
4092	9.1713e-003
4093	9.1698e-003
4094	9.1713e-003
4095	9.1698e-003
4096	9.1712e-003
4097	9.1698e-003
4098	9.1713e-003
4099	9.1698e-003
4100	9.1712e-003
4101	9.1698e-003
4102	9.1713e-003
4103	9.1698e-003
4104	9.1712e-003
4105	9.1698e-003
4106	9.1713e-003
4107	9.1698e-003
4108	9.1712e-003
4109	9.1698e-003
4110	9.1712e-003
4111	9.1698e-003
4112	9.1711e-003
4113	9.1698e-003
4114	9.1713e-003
4115	9.1698e-003
4116	9.1712e-003
4117	9.1698e-003
4118	9.1712e-003
4119	9.1698e-003
4120	9.1711e-003
4121	9.1698e-003
4122	9.1712e-003
4123	9.1698e-003
4124	9.1711e-003
4125	9.1698e-003
4126	9.1712e-003
4127	9.1712e-003
4128	9.1903e-003
4129	9.1917e-003
4130	9.1758e-003
4131	9.1744e-003
4132	9.179e-003
4133	9.1776e-003
4134	9.1822e-003
4135	9.1806e-003
4136	9.1852e-003
4137	9.1836e-003
4138	9.1879e-003
4139	9.1865e-003
4140	9.1892e-003
4141	9.1909e-003
4142	9.1909e-003
4143	9.1892e-003
4144	9.1923e-003
4145	9.1905e-003
4146	9.1927e-003
4147	9.191e-003
4148	9.1928e-003
4149	9.1912e-003
4150	9.1928e-003
4151	9.191e-003
4152	9.1929e-003
4153	9.1912e-003
4154	9.1929e-003
4155	9.1911e-003
4156	9.1928e-003
4157	9.1911e-003
4158	9.1927e-003
4159	9.1912e-003
4160	9.1927e-003
4161	9.1911e-003
4162	9.1926e-003
4163	9.1911e-003
4164	9.1925e-003
4165	9.191e-003
4166	9.1925e-003
4167	9.1909e-003
4168	9.1924e-003
4169	9.1908e-003
4170	9.1923e-003
4171	9.1908e-003
4172	9.1923e-003
4173	9.1907e-003
4174	9.1923e-003
4175	9.1907e-003
4176	9.1922e-003
4177	9.1906e-003
4178	9.1922e-003
4179	9.1906e-003
4180	9.1921e-003
4181	9.1906e-003
4182	9.1921e-003
4183	9.1905e-003
4184	9.192e-003
4185	9.1905e-003
4186	9.192e-003
4187	9.1905e-003
4188	9.192e-003
4189	9.1904e-003
4190	9.1919e-003
4191	9.1905e-003
4192	9.1919e-003
4193	9.1903e-003
4194	9.1919e-003
4195	9.1903e-003
4196	9.1918e-003
4197	9.1903e-003
4198	9.1918e-003
4199	9.1903e-003
4200	9.1918e-003
4201	9.1902e-003
4202	9.1918e-003
4203	9.1902e-003
4204	9.1917e-003
4205	9.1902e-003
4206	9.1917e-003
4207	9.1902e-003
4208	9.1917e-003
4209	9.1901e-003
4210	9.1917e-003
4211	9.1901e-003
4212	9.1917e-003
4213	9.1899e-003
4214	9.1916e-003
4215	9.1901e-003
4216	9.1916e-003
4217	9.19e-003
4218	9.1916e-003
4219	9.1901e-003
4220	9.1916e-003
4221	9.19e-003
4222	9.1916e-003
4223	9.19e-003
4224	9.1916e-003
4225	9.19e-003
4226	9.1916e-003
4227	9.1901e-003
4228	9.1915e-003
4229	9.19e-003
4230	9.1915e-003
4231	9.19e-003
4232	9.1915e-003
4233	9.1899e-003
4234	9.1915e-003
4235	9.1899e-003
4236	9.1915e-003
4237	9.1899e-003
4238	9.1915e-003
4239	9.19e-003
4240	9.1915e-003
4241	9.1899e-003
4242	9.1914e-003
4243	9.19e-003
4244	9.1914e-003
4245	9.1898e-003
4246	9.1914e-003
4247	9.1898e-003
4248	9.1914e-003
4249	9.19e-003
4250	9.1914e-003
4251	9.1898e-003
4252	9.1914e-003
4253	9.1898e-003
4254	9.1914e-003
4255	9.1899e-003
4256	9.1914e-003
4257	9.1898e-003
4258	9.1914e-003
4259	9.1898e-003
4260	9.1914e-003
4261	9.1897e-003
4262	9.1914e-003
4263	9.1898e-003
4264	9.1913e-003
4265	9.1897e-003
4266	9.1913e-003
4267	9.1898e-003
4268	9.1913e-003
4269	9.1897e-003
4270	9.1913e-003
4271	9.1898e-003
4272	9.1913e-003
4273	9.1897e-003
4274	9.1913e-003
4275	9.1897e-003
4276	9.1913e-003
4277	9.1897e-003
4278	9.1913e-003
4279	9.1898e-003
4280	9.1913e-003
4281	9.1897e-003
4282	9.1913e-003
4283	9.1897e-003
4284	9.1913e-003
4285	9.1897e-003
4286	9.1913e-003
4287	9.1896e-003
4288	9.1913e-003
4289	9.1897e-003
4290	9.1912e-003
4291	9.1897e-003
4292	9.1912e-003
4293	9.1897e-003
4294	9.1912e-003
4295	9.1899e-003
4296	9.1912e-003
4297	9.1897e-003
4298	9.1912e-003
4299	9.1896e-003
4300	9.1912e-003
4301	9.1897e-003
4302	9.1912e-003
4303	9.1896e-003
4304	9.1912e-003
4305	9.1896e-003
4306	9.1912e-003
4307	9.1896e-003
4308	9.1912e-003
4309	9.1897e-003
4310	9.1912e-003
4311	9.1896e-003
4312	9.1912e-003
4313	9.1897e-003
4314	9.1912e-003
4315	9.1896e-003
4316	9.1912e-003
4317	9.1896e-003
4318	9.1912e-003
4319	9.1895e-003
4320	9.1912e-003
4321	9.1896e-003
4322	9.1912e-003
4323	9.1895e-003
4324	9.1911e-003
4325	9.1896e-003
4326	9.1911e-003
4327	9.1895e-003
4328	9.1911e-003
4329	9.1896e-003
4330	9.1911e-003
4331	9.1895e-003
4332	9.1911e-003
4333	9.1896e-003
4334	9.1911e-003
4335	9.1895e-003
4336	9.1911e-003
4337	9.1896e-003
4338	9.1911e-003
4339	9.1895e-003
4340	9.1911e-003
4341	9.1896e-003
4342	9.1911e-003
4343	9.1895e-003
4344	9.1911e-003
4345	9.1896e-003
4346	9.1911e-003
4347	9.1895e-003
4348	9.1911e-003
4349	9.1896e-003
4350	9.1911e-003
4351	9.1895e-003
4352	9.1911e-003
4353	9.1896e-003
4354	9.1911e-003
4355	9.1895e-003
4356	9.1911e-003
4357	9.1895e-003
4358	9.1911e-003
4359	9.1895e-003
4360	9.191e-003
4361	9.1896e-003
4362	9.191e-003
4363	9.1895e-003
4364	9.191e-003
4365	9.1896e-003
4366	9.191e-003
4367	9.1895e-003
4368	9.191e-003
4369	9.1895e-003
4370	9.191e-003
4371	9.1895e-003
4372	9.191e-003
4373	9.1895e-003
4374	9.191e-003
4375	9.1895e-003
4376	9.191e-003
4377	9.1895e-003
4378	9.191e-003
4379	9.1894e-003
4380	9.191e-003
4381	9.1894e-003
4382	9.191e-003
4383	9.1894e-003
4384	9.191e-003
4385	9.1895e-003
4386	9.191e-003
4387	9.1894e-003
4388	9.191e-003
4389	9.1895e-003
4390	9.191e-003
4391	9.1894e-003
4392	9.191e-003
4393	9.1894e-003
4394	9.191e-003
4395	9.1894e-003
4396	9.191e-003
4397	9.1894e-003
4398	9.191e-003
4399	9.1894e-003
4400	9.191e-003
4401	9.1894e-003
4402	9.1909e-003
4403	9.1893e-003
4404	9.1909e-003
4405	9.1894e-003
4406	9.1909e-003
4407	9.1894e-003
4408	9.1909e-003
4409	9.1894e-003
4410	9.1909e-003
4411	9.1893e-003
4412	9.1909e-003
4413	9.1894e-003
4414	9.1909e-003
4415	9.1894e-003
4416	9.1909e-003
4417	9.1893e-003
4418	9.1909e-003
4419	9.1892e-003
4420	9.1909e-003
4421	9.1893e-003
4422	9.1909e-003
4423	9.1892e-003
4424	9.1909e-003
4425	9.1894e-003
4426	9.1909e-003
4427	9.1893e-003
4428	9.1909e-003
4429	9.1894e-003
4430	9.1909e-003
4431	9.1893e-003
4432	9.1909e-003
4433	9.1894e-003
4434	9.1909e-003
4435	9.1892e-003
4436	9.1909e-003
4437	9.1893e-003
4438	9.1909e-003
4439	9.1893e-003
4440	9.1893e-003
4441	9.1908e-003
4442	9.1909e-003
4443	9.1883e-003
4444	9.1909e-003
4445	9.1893e-003
4446	9.1909e-003
4447	9.1893e-003
4448	9.1909e-003
4449	9.1893e-003
4450	9.1909e-003
4451	9.1893e-003
4452	9.1909e-003
4453	9.1893e-003
4454	9.1909e-003
4455	9.1892e-003
4456	9.1909e-003
4457	9.1893e-003
4458	9.1908e-003
4459	9.1893e-003
4460	9.1908e-003
4461	9.1893e-003
4462	9.1908e-003
4463	9.1892e-003
4464	9.1908e-003
4465	9.1893e-003
4466	9.1908e-003
4467	9.1892e-003
4468	9.1908e-003
4469	9.1892e-003
4470	9.1908e-003
4471	9.1893e-003
4472	9.1908e-003
4473	9.1894e-003
4474	9.1908e-003
4475	9.1892e-003
4476	9.1908e-003
4477	9.1892e-003
4478	9.1908e-003
4479	9.1892e-003
4480	9.1908e-003
4481	9.1893e-003
4482	9.1908e-003
4483	9.1891e-003
4484	9.1908e-003
4485	9.1891e-003
4486	9.1908e-003
4487	9.1891e-003
4488	9.1908e-003
4489	9.1891e-003
4490	9.1908e-003
4491	9.189e-003
4492	9.1909e-003
4493	9.189e-003
4494	9.1909e-003
4495	9.1889e-003
4496	9.1909e-003
4497	9.1888e-003
4498	9.1909e-003
4499	9.1886e-003
4500	9.1886e-003
4501	9.1938e-003
4502	9.1939e-003
4503	9.1924e-003
4504	9.1937e-003
4505	9.1924e-003
4506	9.1937e-003
4507	9.1922e-003
4508	9.1936e-003
4509	9.1921e-003
4510	9.1934e-003
4511	9.1919e-003
4512	9.1933e-003
4513	9.1919e-003
4514	9.1932e-003
4515	9.1918e-003
4516	9.1931e-003
4517	9.1917e-003
4518	9.193e-003
4519	9.1915e-003
4520	9.1929e-003
4521	9.1914e-003
4522	9.1928e-003
4523	9.1913e-003
4524	9.1927e-003
4525	9.1912e-003
4526	9.1926e-003
4527	9.1911e-003
4528	9.1925e-003
4529	9.1911e-003
4530	9.1924e-003
4531	9.1909e-003
4532	9.1924e-003
4533	9.1908e-003
4534	9.1923e-003
4535	9.1907e-003
4536	9.1921e-003
4537	9.1907e-003
4538	9.192e-003
4539	9.1905e-003
4540	9.1919e-003
4541	9.1904e-003
4542	9.1918e-003
4543	9.1902e-003
4544	9.1917e-003
4545	9.19e-003
4546	9.1916e-003
4547	9.1899e-003
4548	9.1915e-003
4549	9.1898e-003
4550	9.1914e-003
4551	9.1896e-003
4552	9.1913e-003
4553	9.1895e-003
4554	9.1912e-003
4555	9.1894e-003
4556	9.1911e-003
4557	9.1891e-003
4558	9.191e-003
4559	9.1888e-003
4560	9.1886e-003
4561	9.203e-003
4562	9.2044e-003
4563	9.2025e-003
4564	9.2019e-003
4565	9.2013e-003
4566	9.2009e-003
4567	9.2003e-003
4568	9.2001e-003
4569	9.1993e-003
4570	9.1994e-003
4571	9.1984e-003
4572	9.1987e-003
4573	9.1977e-003
4574	9.1982e-003
4575	9.197e-003
4576	9.1978e-003
4577	9.1966e-003
4578	9.1973e-003
4579	9.1962e-003
4580	9.1969e-003
4581	9.1958e-003
4582	9.1967e-003
4583	9.1954e-003
4584	9.1965e-003
4585	9.1952e-003
4586	9.196e-003
4587	9.1948e-003
4588	9.1957e-003
4589	9.1944e-003
4590	9.1955e-003
4591	9.1941e-003
4592	9.1953e-003
4593	9.1939e-003
4594	9.1952e-003
4595	9.1938e-003
4596	9.195e-003
4597	9.1936e-003
4598	9.1948e-003
4599	9.1933e-003
4600	9.1947e-003
4601	9.1933e-003
4602	9.1945e-003
4603	9.1929e-003
4604	9.1944e-003
4605	9.193e-003
4606	9.1942e-003
4607	9.1928e-003
4608	9.1941e-003
4609	9.1926e-003
4610	9.194e-003
4611	9.1925e-003
4612	9.1922e-003
4613	9.2236e-003
4614	9.2626e-003
4615	9.2424e-003
4616	9.2057e-003
4617	9.2036e-003
4618	9.2065e-003
4619	9.2047e-003
4620	9.2064e-003
4621	9.2051e-003
4622	9.2065e-003
4623	9.2051e-003
4624	9.2068e-003
4625	9.2055e-003
4626	9.2066e-003
4627	9.2056e-003
4628	9.2069e-003
4629	9.2055e-003
4630	9.2072e-003
4631	9.2061e-003
4632	9.207e-003
4633	9.2061e-003
4634	9.2075e-003
4635	9.2061e-003
4636	9.2078e-003
4637	9.2068e-003
4638	9.2075e-003
4639	9.2067e-003
4640	9.2081e-003
4641	9.2067e-003
4642	9.2083e-003
4643	9.2075e-003
4644	9.208e-003
4645	9.2071e-003
4646	9.2088e-003
4647	9.2073e-003
4648	9.2089e-003
4649	9.208e-003
4650	9.2092e-003
4651	9.2077e-003
4652	9.2099e-003
4653	9.2087e-003
4654	9.2092e-003
4655	9.2086e-003
4656	9.2097e-003
4657	9.2082e-003
4658	9.2101e-003
4659	9.2092e-003
4660	9.2094e-003
4661	9.2087e-003
4662	9.2103e-003
4663	9.2087e-003
4664	9.2105e-003
4665	9.2096e-003
4666	9.2098e-003
4667	9.2089e-003
4668	9.2108e-003
4669	9.2092e-003
4670	9.2108e-003
4671	9.2099e-003
4672	9.2102e-003
4673	9.2093e-003
4674	9.2112e-003
4675	9.2095e-003
4676	9.2106e-003
4677	9.2103e-003
4678	9.21e-003
4679	9.2089e-003
4680	9.2112e-003
4681	9.2099e-003
4682	9.2111e-003
4683	9.2103e-003
4684	9.2114e-003
4685	9.2098e-003
4686	9.2123e-003
4687	9.2108e-003
4688	9.2113e-003
4689	9.211e-003
4690	9.2113e-003
4691	9.2098e-003
4692	9.2109e-003
4693	9.2104e-003
4694	9.2101e-003
4695	9.2093e-003
4696	9.2118e-003
4697	9.2099e-003
4698	9.2102e-003
4699	9.2104e-003
4700	9.2088e-003
4701	9.2079e-003
4702	9.2094e-003
4703	9.2092e-003
4704	9.2085e-003
4705	9.2081e-003
4706	9.208e-003
4707	9.2075e-003
4708	9.2094e-003
4709	9.2077e-003
4710	9.2076e-003
4711	9.2095e-003
4712	9.2085e-003
4713	9.2059e-003
4714	9.2114e-003
4715	9.2101e-003
4716	9.2061e-003
4717	9.2092e-003
4718	9.2091e-003
4719	9.2055e-003
4720	9.2132e-003
4721	9.2117e-003
4722	9.2102e-003
4723	9.2109e-003
4724	9.218e-003
4725	9.2112e-003
4726	9.2142e-003
4727	9.2178e-003
4728	9.1991e-003
4729	9.2053e-003
4730	9.2044e-003
4731	9.2016e-003
4732	9.2082e-003
4733	9.2099e-003
4734	9.2064e-003
4735	9.2055e-003
4736	9.2081e-003
4737	9.2098e-003
4738	9.2065e-003
4739	9.2094e-003
4740	9.2102e-003
4741	9.2094e-003
4742	9.2152e-003
4743	9.216e-003
4744	9.2157e-003
4745	9.221e-003
4746	9.2244e-003
4747	9.3664e-003
4748	9.3336e-003
4749	9.3262e-003
4750	9.3176e-003
4751	9.284e-003
4752	9.3589e-003
4753	9.319e-003
4754	9.3387e-003
4755	9.0646e-003
4756	9.0616e-003
4757	9.2841e-003
4758	9.2921e-003
4759	9.2532e-003
4760	9.2567e-003
4761	9.2372e-003
4762	9.2419e-003
4763	9.2385e-003
4764	9.2254e-003
4765	9.2352e-003
4766	9.2342e-003
4767	9.2019e-003
4768	9.2139e-003
4769	9.165e-003
4770	9.1825e-003
4771	9.1426e-003
4772	9.1533e-003
4773	9.1374e-003
4774	9.1441e-003
4775	9.1334e-003
4776	9.1386e-003
4777	9.1296e-003
4778	9.1334e-003
4779	9.127e-003
4780	9.1298e-003
4781	9.1246e-003
4782	9.1268e-003
4783	9.1222e-003
4784	9.1237e-003
4785	9.1203e-003
4786	9.1214e-003
4787	9.1186e-003
4788	9.1194e-003
4789	9.1167e-003
4790	9.1172e-003
4791	9.1153e-003
4792	9.1154e-003
4793	9.1139e-003
4794	9.1139e-003
4795	9.1123e-003
4796	9.1122e-003
4797	9.1111e-003
4798	9.1106e-003
4799	9.1098e-003
4800	9.1094e-003
4801	9.1084e-003
4802	9.1079e-003
4803	9.1073e-003
4804	9.1066e-003
4805	9.1062e-003
4806	9.1054e-003
4807	9.1051e-003
4808	9.1043e-003
4809	9.1042e-003
4810	9.1033e-003
4811	9.1034e-003
4812	9.1024e-003
4813	9.1024e-003
4814	9.1015e-003
4815	9.1017e-003
4816	9.1005e-003
4817	9.1009e-003
4818	9.0998e-003
4819	9.1e-003
4820	9.0988e-003
4821	9.0993e-003
4822	9.098e-003
4823	9.0985e-003
4824	9.0971e-003
4825	9.0977e-003
4826	9.0966e-003
4827	9.0969e-003
4828	9.0956e-003
4829	9.0962e-003
4830	9.0948e-003
4831	9.0953e-003
4832	9.0941e-003
4833	9.0945e-003
4834	9.0932e-003
4835	9.0938e-003
4836	9.0925e-003
4837	9.0929e-003
4838	9.0916e-003
4839	9.0921e-003
4840	9.0908e-003
4841	9.0913e-003
4842	9.09e-003
4843	9.0903e-003
4844	9.0891e-003
4845	9.0894e-003
4846	9.088e-003
4847	9.0885e-003
4848	9.0874e-003
4849	9.0875e-003
4850	9.0864e-003
4851	9.0867e-003
4852	9.0854e-003
4853	9.086e-003
4854	9.0846e-003
4855	9.0853e-003
4856	9.0841e-003
4857	9.0846e-003
4858	9.0833e-003
4859	9.0841e-003
4860	9.0827e-003
4861	9.0834e-003
4862	9.0821e-003
4863	9.0828e-003
4864	9.0815e-003
4865	9.0823e-003
4866	9.0808e-003
4867	9.0816e-003
4868	9.0803e-003
4869	9.081e-003
4870	9.0796e-003
4871	9.0804e-003
4872	9.079e-003
4873	9.0798e-003
4874	9.0784e-003
4875	9.0791e-003
4876	9.0778e-003
4877	9.0784e-003
4878	9.077e-003
4879	9.0778e-003
4880	9.0765e-003
4881	9.077e-003
4882	9.0758e-003
4883	9.0763e-003
4884	9.075e-003
4885	9.0756e-003
4886	9.0744e-003
4887	9.0749e-003
4888	9.0736e-003
4889	9.0744e-003
4890	9.0729e-003
4891	9.0739e-003
4892	9.0726e-003
4893	9.0735e-003
4894	9.072e-003
4895	9.0731e-003
4896	9.0717e-003
4897	9.0726e-003
4898	9.0712e-003
4899	9.0722e-003
4900	9.0708e-003
4901	9.0718e-003
4902	9.0703e-003
4903	9.0713e-003
4904	9.0699e-003
4905	9.0708e-003
4906	9.0694e-003
4907	9.0704e-003
4908	9.069e-003
4909	9.0699e-003
4910	9.0684e-003
4911	9.0693e-003
4912	9.0679e-003
4913	9.0688e-003
4914	9.0675e-003
4915	9.0683e-003
4916	9.067e-003
4917	9.0677e-003
4918	9.0663e-003
4919	9.0673e-003
4920	9.0659e-003
4921	9.067e-003
4922	9.0656e-003
4923	9.0666e-003
4924	9.0653e-003
4925	9.0663e-003
4926	9.0649e-003
4927	9.0661e-003
4928	9.0646e-003
4929	9.0657e-003
4930	9.0643e-003
4931	9.0655e-003
4932	9.064e-003
4933	9.0652e-003
4934	9.0637e-003
4935	9.0648e-003
4936	9.0634e-003
4937	9.0645e-003
4938	9.0629e-003
4939	9.0642e-003
4940	9.0628e-003
4941	9.0638e-003
4942	9.0623e-003
4943	9.0634e-003
4944	9.062e-003
4945	9.063e-003
4946	9.0616e-003
4947	9.0627e-003
4948	9.0614e-003
4949	9.0624e-003
4950	9.061e-003
4951	9.0622e-003
4952	9.0606e-003
4953	9.062e-003
4954	9.0606e-003
4955	9.0619e-003
4956	9.0604e-003
4957	9.0617e-003
4958	9.0601e-003
4959	9.0615e-003
4960	9.06e-003
4961	9.0613e-003
4962	9.0597e-003
4963	9.0611e-003
4964	9.0596e-003
4965	9.0609e-003
4966	9.0594e-003
4967	9.0607e-003
4968	9.0592e-003
4969	9.0604e-003
4970	9.0589e-003
4971	9.0602e-003
4972	9.0588e-003
4973	9.0599e-003
4974	9.0583e-003
4975	9.0597e-003
4976	9.0583e-003
4977	9.0596e-003
4978	9.0581e-003
4979	9.0596e-003
4980	9.0579e-003
4981	9.0598e-003
4982	9.0581e-003
4983	9.0619e-003
4984	9.0585e-003
4985	9.0607e-003
4986	9.0363e-003
4987	9.0351e-003
4988	9.0552e-003
4989	9.0576e-003
4990	9.0505e-003
4991	9.0527e-003
4992	9.0463e-003
4993	9.0485e-003
4994	9.0426e-003
4995	9.0446e-003
4996	9.0394e-003
4997	9.0412e-003
4998	9.038e-003
4999	9.1973e-003
5000	9.2002e-003
5001	9.1935e-003
5002	9.1971e-003
5003	9.1885e-003
5004	9.1928e-003
5005	9.1824e-003
5006	9.1874e-003
5007	9.1755e-003
5008	9.1809e-003
5009	9.1681e-003
5010	9.1735e-003
5011	9.1603e-003
5012	9.1658e-003
5013	9.1527e-003
5014	9.1579e-003
5015	9.1452e-003
5016	9.1502e-003
5017	9.1383e-003
5018	9.1428e-003
5019	9.1318e-003
5020	9.1362e-003
5021	9.126e-003
5022	9.1301e-003
5023	9.1207e-003
5024	9.1244e-003
5025	9.116e-003
5026	9.1196e-003
5027	9.1118e-003
5028	9.1151e-003
5029	9.108e-003
5030	9.1112e-003
5031	9.1047e-003
5032	9.1076e-003
5033	9.1017e-003
5034	9.1046e-003
5035	9.099e-003
5036	9.1016e-003
5037	9.0966e-003
5038	9.0991e-003
5039	9.0944e-003
5040	9.0967e-003
5041	9.0924e-003
5042	9.0948e-003
5043	9.0905e-003
5044	9.0929e-003
5045	9.0889e-003
5046	9.091e-003
5047	9.0873e-003
5048	9.0895e-003
5049	9.0859e-003
5050	9.088e-003
5051	9.0846e-003
5052	9.0866e-003
5053	9.0833e-003
5054	9.0853e-003
5055	9.0822e-003
5056	9.0842e-003
5057	9.081e-003
5058	9.083e-003
5059	9.08e-003
5060	9.082e-003
5061	9.079e-003
5062	9.0809e-003
5063	9.078e-003
5064	9.08e-003
5065	9.0771e-003
5066	9.079e-003
5067	9.0762e-003
5068	9.0782e-003
5069	9.0753e-003
5070	9.0772e-003
5071	9.0744e-003
5072	9.0762e-003
5073	9.0735e-003
5074	9.0755e-003
5075	9.0727e-003
5076	9.0745e-003
5077	9.0719e-003
5078	9.0738e-003
5079	9.071e-003
5080	9.0729e-003
5081	9.0702e-003
5082	9.0721e-003
5083	9.0694e-003
5084	9.0712e-003
5085	9.0686e-003
5086	9.0704e-003
5087	9.0678e-003
5088	9.0695e-003
5089	9.067e-003
5090	9.0688e-003
5091	9.0662e-003
5092	9.0681e-003
5093	9.0655e-003
5094	9.0673e-003
5095	9.0648e-003
5096	9.0666e-003
5097	9.064e-003
5098	9.0659e-003
5099	9.0633e-003
5100	9.0651e-003
5101	9.0626e-003
5102	9.0644e-003
5103	9.062e-003
5104	9.0638e-003
5105	9.0613e-003
5106	9.0631e-003
5107	9.0606e-003
5108	9.0623e-003
5109	9.06e-003
5110	9.0618e-003
5111	9.0593e-003
5112	9.0611e-003
5113	9.0587e-003
5114	9.0605e-003
5115	9.0581e-003
5116	9.0597e-003
5117	9.0575e-003
5118	9.0593e-003
5119	9.0568e-003
5120	9.0586e-003
5121	9.0562e-003
5122	9.0581e-003
5123	9.0556e-003
5124	9.0573e-003
5125	9.055e-003
5126	9.0568e-003
5127	9.0545e-003
5128	9.0563e-003
5129	9.0539e-003
5130	9.0556e-003
5131	9.0534e-003
5132	9.055e-003
5133	9.0528e-003
5134	9.0547e-003
5135	9.0523e-003
5136	9.054e-003
5137	9.0518e-003
5138	9.0535e-003
5139	9.0513e-003
5140	9.053e-003
5141	9.0508e-003
5142	9.0525e-003
5143	9.0503e-003
5144	9.052e-003
5145	9.0499e-003
5146	9.0516e-003
5147	9.0494e-003
5148	9.0511e-003
5149	9.0489e-003
5150	9.0506e-003
5151	9.0485e-003
5152	9.0501e-003
5153	9.048e-003
5154	9.0497e-003
5155	9.0476e-003
5156	9.0492e-003
5157	9.0472e-003
5158	9.0488e-003
5159	9.0468e-003
5160	9.0482e-003
5161	9.0464e-003
5162	9.0482e-003
5163	9.046e-003
5164	9.0476e-003
5165	9.0456e-003
5166	9.0472e-003
5167	9.0452e-003
5168	9.0467e-003
5169	9.0449e-003
5170	9.0465e-003
5171	9.0445e-003
5172	9.0461e-003
5173	9.0442e-003
5174	9.0458e-003
5175	9.0439e-003
5176	9.0454e-003
5177	9.0435e-003
5178	9.0452e-003
5179	9.0432e-003
5180	9.0448e-003
5181	9.0429e-003
5182	9.0446e-003
5183	9.0426e-003
5184	9.0441e-003
5185	9.0423e-003
5186	9.0439e-003
5187	9.042e-003
5188	9.0436e-003
5189	9.0417e-003
5190	9.0433e-003
5191	9.0415e-003
5192	9.0431e-003
5193	9.0412e-003
5194	9.0427e-003
5195	9.041e-003
5196	9.0425e-003
5197	9.0407e-003
5198	9.0422e-003
5199	9.0405e-003
5200	9.042e-003
5201	9.0402e-003
5202	9.0418e-003
5203	9.04e-003
5204	9.0415e-003
5205	9.0398e-003
5206	9.0412e-003
5207	9.0395e-003
5208	9.0412e-003
5209	9.0393e-003
5210	9.0408e-003
5211	9.0391e-003
5212	9.0407e-003
5213	9.0388e-003
5214	9.0404e-003
5215	9.0385e-003
5216	9.0401e-003
